Fiscal year,Proc Categ,Major Sector,Proc Type,Proc Meth,Proj Name,Proj ID,Len Instr Type,Lending Instr,Contract,Bor Ctr Ref #,#  Addendums,Ctr Awd Date,Supplier,Supp Ctry,Amount
2009,Consultant Services,"Public admin, Law",Training/Knowledge Transfer,Individual,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,trainings and the public awareness campaign,LJR-SPAR-CS-08/03,#,11/10/2008,UKHNAA TUYA,Mongolia,"2,100"
2009,Consultant Services,"Public admin, Law",Training/Knowledge Transfer,Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,Contract for designing Equipping and Establishing and Automa,GAP/C/C3-009,#,10/1/2008,GAF AG,Germany,"708,183"
2009,Consultant Services,"Public admin, Law",CCS,Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,consulting assignment of updating the existing My SQL HR sof,GAP/C/A3-014,#,9/24/2008,"INTERACTIVE CO., LTD.",Mongolia,"40,000"
2009,Consultant Services,"Public admin, Law",CDS,Individual,MN Economic Capacity Tech. Assistance,P077778,INVESTMENT,TECHNICAL ASSIST LN,International Consultant for Supervision of Contracts of Sup,FCS58/3803/MOG/1A3,1,2/9/2009,JIM RAMSEY,United States,"134,130"
2009,Consultant Services,"Public admin, Law",CDS,Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,"CONSULTANT SERVICE FOR DESIGNING, EQUIPPING & ESTABLISHING A",GAP/C/C3-009,#,10/1/2008,GAF AG,Germany,"493,697"
2009,Consultant Services,"Public admin, Law",CDS,Single Source Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,Updating Existing My SQL HR Software,GAP/C/A3-020,#,9/24/2008,"INTERACTIVE CO., LTD.",Mongolia,"40,000"
2009,Consultant Services,"Public admin, Law",CFN,Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,TACHNICAL ASSISTANCE IN THE ANALYSISIOF THE HOUSEHOLD SOCIAL,GAP/C/B3-005,#,10/2/2008,MARTIN CUMPA-CASTRO,Peru,"58,500"
2009,Consultant Services,"Public admin, Law",CGS,CQS,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,service of the translation of the baseline study based on th,LJR-SPAR-CS-08/14,#,6/18/2009,MR. SUMIYA SUKHBAATAR,Mongolia,"4,000"
2009,Consultant Services,"Public admin, Law",CGS,Individual,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,CONSULTANT FOR ASSET AND INCOME DECLARATIONS,GAP/C/B1-016,#,8/12/2008,RAMBOLL MANAGEMENT A/S,Denmark,"41,365"
2009,Consultant Services,"Public admin, Law",CGS,Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,CONSULTANT SERVICE FOR STRATEGIC FRAMEWORK DEVELOPMENT,GAP/C/B1-015,#,11/7/2008,LONDA ESADZE,Georgia,"44,500"
2009,Consultant Services,"Public admin, Law","Tender Documents, Procurement Assistance",Individual,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,Providing services of in-house drafting program of public ad,LJR-SPAR-CS-0813,#,5/20/2009,GOCHOO BANZRAGCH,Mongolia,"1,500"
2009,Consultant Services,"Public admin, Law","Tender Documents, Procurement Assistance",Individual,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,service on transportation of the ministry of road transporta,LJR-SPAR-CS-08/08,#,5/15/2009,JAVCHIG SEREETER,Mongolia,"1,500"
2009,Consultant Services,"Public admin, Law","Tender Documents, Procurement Assistance",Individual,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,SERVICES FOR MINISTRY OF ROAD TRANSPORTATION AND CONSTRUCTIO,LJR-SPAR-CS-08/09,#,5/15/2009,SHAGDAR SONOMDAGVA,Mongolia,"1,500"
2009,Consultant Services,"Public admin, Law","Tender Documents, Procurement Assistance",Individual,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,services of in-house drafting program of mojha.,LJR-SPAR-CS-08/04,#,12/24/2008,SARANCHIMEG DASHTSEREN,Mongolia,"2,100"
2009,Consultant Services,"Public admin, Law","Tender Documents, Procurement Assistance",Individual,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,developing a decision making process and regulatory framewor,LJR-SPAR-CS-08/01-2,#,3/3/2009,MS. BATCHULUUN KHISHIGSAIKHAN,Mongolia,"4,000"
2009,Consultant Services,"Public admin, Law","Tender Documents, Procurement Assistance",Quality And Cost-Based Selection,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,Providing technicale experitise to the MOHJA technical worki,LJR-SPAR-CS-08/05,#,4/15/2009,DONDOV GANZORIG,Mongolia,"3,000"
2009,Consultant Services,"Public admin, Law","Tender Documents, Procurement Assistance",Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,to provide technical assistance to build capacity in the Nat,NASS/USDA/FAS -SSS,#,5/25/2009,FOREIGN AGRICULTURAL SERVICE OF USA,United States,"39,816"
2009,Consultant Services,"Public admin, Law",CLA,Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,CARRYING OUT THE ASIGNMENT OF FINALIZING A DRAFT FISCAL RESP,GAP/C/A1-016,1,12/31/2008,RICHARD P EMERY JR,United States,"150,869"
2009,Consultant Services,"Public admin, Law",CLA,Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,LEGAL CONSULTING SERVICE,CS 25,1,10/29/2008,RICHARD CARPENTER,United Kingdom,"28,800"
2009,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Individual,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,CONSULTANCY SERVICE FOR BASELINE STUDY FOR CORRUPTION PERCEP,GAP/C/B1-021,1,11/7/2008,DONALD BOWSER,Australia,"26,131"
2009,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Single Source Selection,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,baseline study based on the review of the current status pf,LJR-SPAR-CS-08/02,#,9/10/2008,NATIONAL LEGAL CENTER,Mongolia,"19,883"
2009,Consultant Services,Info & communication,CAD,CQS,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,2.5(B) EXECUTION OF TECHINCAL AUDIT FOR UNIVERSAL ACCESS,2.5(B) EXECUTE TECH AUDIT FOR UA,#,10/1/2008,GTTO LLC,Mongolia,"59,680"
2009,Consultant Services,Info & communication,CAD,Quality And Cost-Based Selection,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,audit service,LOT 3,#,4/22/2009,ITGELT AUDIT LLC,Mongolia,"7,066"
2009,Consultant Services,Info & communication,CTT,Individual,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,2.5(A) METHODOLOGY AND PLAN FOR TECHNICAL AUDIT FOR UNIVERSA,2.5(A) METHOD & PLAN FOR TECH AU,#,11/8/2008,ARNOLD S. OSTEVIK,Canada,"50,000"
2009,Consultant Services,Education,CAD,Quality And Cost-Based Selection,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,audit service,LOT 1,#,4/22/2009,DABG AUDIT LLC,Mongolia,"6,000"
2009,Consultant Services,Education,CAD,Quality And Cost-Based Selection,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,audit service for 2008 financial audits.,LOT 2 OF AUDIT SERVICE,#,4/22/2009,ULAANBAATAR AUDIT LLC,Mongolia,"9,000"
2009,Consultant Services,Education,"Management Advice, Technical/Operation A",Single Source Selection,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Development of international children's digital library vers,CONTRACT,#,10/8/2008,ICDL FOUNDATION,United States,"230,000"
2009,Consultant Services,Finance,CAD,Quality And Cost-Based Selection,MN-Private Sector Development Credit II,P088992,INVESTMENT,FINAN INTERMED LN,Special assessments of Group III Banks,PWC GERMANY,#,12/16/2008,PRICE WATERHOUSE COOPERS,Germany,"197,000"
2009,Consultant Services,Finance,Policy and Strategy,CQS,TA to Mong. Govt. to support DPC2,P118170,ADJUSTMENT,Development Policy,Advisory program to the bank of Mongolia,#,#,4/14/2009,BUYING RHAE LEE,"Korea, Republic","250,000"
2009,Consultant Services,Energy & mining,CAD,Quality And Cost-Based Selection,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,audit service,LOT 3,#,4/22/2009,ITGELT AUDIT LLC,Mongolia,"31,033"
2009,Consultant Services,Energy & mining,CAD,Quality And Cost-Based Selection,MN-GEF-Renewable Energy for Rural Access,P084766,INVESTMENT,SPECIFIC INVEST LN,audit service,LOT 3,#,4/22/2009,"ITGELT AUDIT CO., LTD.",Mongolia,"3,264"
2009,Consultant Services,Energy & mining,"Management Advice, Technical/Operation A",Individual,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,CS-19: IMPROVEMENT OF THE ELECTRICITY DISTRIBUTION MANAGEMEN,UBEDN-CS-19,#,8/4/2008,MR. JOHN DAVID LANE,Cyprus,"158,727"
2009,Consultant Services,Energy & mining,"Management Advice, Technical/Operation A",Individual,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,CS-19: IMPROVEMENT OF THE ELECTRICITY DISTRIBUTION MANAGEMEN, UBEDN-CS-19,#,8/4/2008,"MR. JOHN DAVID LANE, CLEARENERGY CONSULTING LIMITED",Cyprus,"158,727"
2009,Consultant Services,Energy & mining,"Management Advice, Technical/Operation A",Individual,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,Consultant Contract for technical and financial management s,CS#17,#,9/24/2008,SHAWN OTAL,Canada,"76,014"
2009,Consultant Services,Energy & mining,"Management Advice, Technical/Operation A",Single Source Selection,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Professional services to support Erdenes MGL LLC in preparin,"COMPONENT 1, CONTRACT # 6.1",#,6/29/2009,NORWEST CORPORATION,United States,"391,853"
2009,Consultant Services,Energy & mining,CFN,Least Cost Selection,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,CONSULTANTING SERVICE FOR FINANCIAL MANAGEMENT SUPPORT FOR A,CS-18,#,8/21/2008,"MON-ENERGY CONSULT, CO.,LTD.",Mongolia,"105,600"
2009,Consultant Services,Energy & mining,"Sector studies, Master Plans",Quality And Cost-Based Selection,Mongolia-EITI,P099936,INVESTMENT,TECHNICAL ASSIST LN,consultant service for Mongolia EITI 2007 reconciliation and,ERNST & YOUNG,#,4/1/2009,JV OF ERNST & YOUNG MONGOLIA AND MALAY,Mongolia,"121,000"
2009,Consultant Services,Water/sanit/fld prot,CAD,Quality And Cost-Based Selection,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,audit service,LOT 1 AUDIT SERVICE,#,4/22/2009,DABG AUDIT LLC,Mongolia,"6,500"
2009,Civil Works,Water/sanit/fld prot,"Works, Installation & Erection",National Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PROCUREMENT OF WORKS FOR LIGHTING OF STREETS IN SONGINO KHAI,PRO-03-SL-A,#,8/5/2008,"FBAYANGOL TOKHIJILT CO.,LTD.",Mongolia,"201,899"
2009,Civil Works,Water/sanit/fld prot,"Works, Installation & Erection",National Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,"PROCUREMENT OF WORKS FOR LIGHTING OF STREETS IN BAYANGZURKH,",PRO-03-SL-B,#,8/5/2008,"KHOLBOO TRADE CO.,LTD.",Mongolia,"142,891"
2009,Civil Works,Water/sanit/fld prot,"Works, Infrastructure",National Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,CONSTRUCITON OF FOOTBRIDGES IN GER AREAS OF UB,PRO-04-FB,#,4/8/2009,"ZMZ CO.,LTD.",Mongolia,"118,469"
2009,Goods,Agriculture,"Equipment, Transportation",International Competitive Bidding,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,PURCHASE OF 21SETS OF 4WD MOTOR VEHICLES FOR AIMAG PROJECT,G1,#,7/8/2008,"KHURD AUTO CO.,LTD.",Mongolia,"235,200"
2009,Goods,"Public admin, Law","Equipment, Electrical",National Competitive Bidding,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN," SUPPLY AND INSTALLATION OF COMPUTERS, PRINTERS AND OTHERS",GAP/G/B3-26,#,7/10/2008,MCS ELECTRONICS LLC,Mongolia,"51,585"
2009,Goods,"Public admin, Law",Equipment Information Technology,Direct Contracting,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,Supply and installation of Server Processors and others,GAP/G/B4-017,#,1/5/2009,MCS ELECTRONICS,Mongolia,"4,982"
2009,Goods,"Public admin, Law",Equipment Information Technology,International Competitive Bidding,MN Economic Capacity Tech. Assistance,P077778,INVESTMENT,TECHNICAL ASSIST LN,PROCUREMENT OF DEVELOPMENT AND INSTALLATION OF SOFTWARE FOR,MOG/1A3,2,12/17/2008,FREEBALANCE INC.,Canada,"1,009,000"
2009,Goods,"Public admin, Law",Equipment Information Technology,SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,purchase of software,SPAR-SH-08/01,#,8/13/2008,SOLYDSYSTEMS LLC,Mongolia,"7,645"
2009,Goods,"Public admin, Law",Equipment Information Technology,SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,"purchase of server, scanner, copier",LJR-SPAR-SH-09/02,#,5/20/2009,"MIGMA ELECTRONICS CO., LTD.",Mongolia,"1,151"
2009,Goods,"Public admin, Law",Equipment Information Technology,SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,"PROCUREMENT OF SERVER, SCANNER, COPIER",LJR-SPAR-SH-09/01,#,5/20/2009,MCS ELECTRONICS,Mongolia,"3,167"
2009,Goods,"Public admin, Law","Equipment, Mining",Direct Contracting,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,Procurement of ArcGIS 9.2 Version Software (Arc Editor Singl,GAP/G/C3-027,#,7/10/2008,MONMAP,Mongolia,"54,620"
2009,Goods,"Public admin, Law","Equipment, Telecommunications",National Competitive Bidding,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,SUPPLY OF MDAEMON PRO E-MAIL SERVER INCLUDING MDAEMON SECURI,GAP/G/B3-21,#,7/4/2008,ALT-N TECHNOLOGIES LTD.,United States,"2,605"
2009,Goods,"Public admin, Law","Equipment, Telecommunications",National Competitive Bidding,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,"Supply and Installation of Conference Room's Audio, Video an",GAP/G/B3-027,#,1/22/2009,BODI ELECTRONICS,Mongolia,"34,632"
2009,Goods,"Public admin, Law","Equipment, Telecommunications",SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,development of video materials.,LJR-SPAR-SH-09/06,#,6/22/2009,TITEM STUDIO,Mongolia,"1,190"
2009,Goods,"Public admin, Law","Equipment, Telecommunications",SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,development of audio materials.,LJR-SPAR-SH-09/07,#,6/29/2009,GURVAN ERDENE SUDIO,Mongolia,286
2009,Goods,Info & communication,Equipment Information Technology,International Competitive Bidding,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,SUPPLY HERDER PUBLIC ACCESS NETWORK FOR WESTERN REGION,1.2 WESTERN,#,10/21/2008,INCOMNET LLC,Mongolia,"475,524"
2009,Goods,Education,"Equipment, Educational",Direct Contracting,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,supply of funiture for primary schools.,32/08-FTI,#,4/21/2009,ANUN LLC,Mongolia,"199,743"
2009,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF FURNITURE AND EQUIPMENT FOR FIRST GRADE CLASSROOMS,FGF-01/08,#,7/28/2008,ANUN LLC,Mongolia,"842,120"
2009,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,SUPPLY OF TEACHING KITS AND LEARNING MATERIALS FOR 1750 1ST,TKM-03/08,#,8/7/2008,JV OF GMT LLC AND YE HE BAN WU TOYS FACTORY,Mongolia,"1,142,060"
2009,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,SUPPLY AND INSTALLATION OF UBEDN SUBSTATIONS AT DORNOD-1 AND,UBEDN-SS-1,#,8/12/2008,"CHINA POWER (BEIJING) HIGH VOLTAGE ELECTRIC EQUIPMENT CO., L",China,"2,799,900"
2009,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MN-GEF-Renewable Energy for Rural Access,P084766,INVESTMENT,SPECIFIC INVEST LN,Supply and Installation of Plant and Equipment for Four Soum,REAP-B-3 (LOT D),#,3/19/2009,KYOCERA (TIANJIN) SALES & TRADING CORP,China,"699,161"
2009,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MN-GEF-Renewable Energy for Rural Access,P084766,INVESTMENT,SPECIFIC INVEST LN,Supply and Installation of Plant and Equipment for Four Soum,REAP-B-3 (LOT C),#,3/19/2009,KYOCERA (TIANJIN) SALES & TRADING CORP,China,"1,458,115"
2009,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MN-GEF-Renewable Energy for Rural Access,P084766,INVESTMENT,SPECIFIC INVEST LN,Supply and Installation of Plant and Equipment for Four Soum,REAP-B-3 (LOT B),#,5/20/2009,"BP SUN OASIS CO., LTD.",China,"1,420,802"
2009,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",International Competitive Bidding,MN-GEF-Renewable Energy for Rural Access,P084766,INVESTMENT,SPECIFIC INVEST LN,Supply and Installation of Plant and Equipment for Four Soum,REAP-B-3 (LOT A),#,5/20/2009,"BP SUN OASIS CO., LTD.",China,"1,417,060"
2009,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",SHOP,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,purcurement of 9 sets of portable meter test equipment on si,GS-19,#,1/26/2009,"""GLH"" CO., LTD.",Mongolia,"131,400"
2009,Goods,Energy & mining,"Equipment, Energy Exploration, Productio",SHOP,MN-Renewable Energy for Rural Access,P099321,INVESTMENT,SPECIFIC INVEST LN,Purchase for Standard Renewable Energy,PIU-A-04/08,#,7/19/2008,INTERNATIONAL ELECTRONICALLY COMMISSIO,Mongolia,"2,500"
2009,Goods,Water/sanit/fld prot,"Equipment, Educational",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Supply and installation of laboratory equipment.,LBG-01,#,5/4/2009,"MEDIMPEX INTERNATIONAL CO.,LTD.",Mongolia,"751,465"
2009,Goods,Water/sanit/fld prot,"Equipment, Educational",National Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PROCUREMENT OF COMMUNITY INFORMATION CENTER IN 14 KHOROOS,PRO-05-CIC,1,2/19/2009,"TOPICA CO.,LTD",Mongolia,"133,892"
2009,Goods,Water/sanit/fld prot,"Equipment, Telecommunications",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PURCHASE OF TELEMETRY SYSTEM,TMG-01,#,12/1/2008,MCS ELECTRONICS CO.LTD,Mongolia,"725,907"
2010,Consultant Services,Agriculture,CAD,Least Cost Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Contract for Audit service,#,#,3/25/2010,"NIMM AUDIT CO., LTD.",Mongolia,"1,436"
2010,Consultant Services,Agriculture,CAD,Least Cost Selection,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,Contract for Audit Service,#,#,4/13/2010,NIISLEL AUDIT,Mongolia,"6,243"
2010,Consultant Services,Agriculture,"Management Advice, Technical/Operation A",Quality And Cost-Based Selection,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,Consultant services,#,#,9/11/2009,MERCY CORPS,Mongolia,"889,080"
2010,Consultant Services,Agriculture,Training/Knowledge Transfer,CQS,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,2010 IBLI Face to Face training,#,#,6/7/2010,CENTER FOR POLICY RESEARCH,Mongolia,"113,901"
2010,Consultant Services,Agriculture,Training/Knowledge Transfer,CQS,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,2010 IBLI Face to Face training,MOG 4069 CS 40,#,6/7/2010,ALTERNATIVE DEVELOPMENT POLICY CENTER,Mongolia,"100,361"
2010,Consultant Services,Agriculture,CES,Quality And Cost-Based Selection,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,"Consultant service for pastureland management planning, demo",CPR,#,10/21/2009,CENTER FOR POLICY RESEARCH,Mongolia,"968,918"
2010,Consultant Services,Agriculture,"Sector studies, Master Plans",Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,to carry out updating the risk assessment model and impact a,CS30,#,7/14/2009,GLOBAL AGRISK INC.,United States,"146,058"
2010,Consultant Services,Agriculture,CRS,Quality And Cost-Based Selection,NEMO2 (Recipient executed),P110253,INVESTMENT,SPECIFIC INVEST LN,for wildlife monitoring survey.,CF 06/2009,#,9/30/2009,JV:WWF-MN PROGRAM & MAMMALS ECO LAB,Mongolia,"76,000"
2010,Consultant Services,Agriculture,CST,Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,Conduct 2010 Mid year livestock census survey,#,#,5/20/2010,NATIONAL STATISTICAL OFFICE OF MONGOLIA,Mongolia,"81,488"
2010,Consultant Services,"Public admin, Law",CAD,Least Cost Selection,MN Economic Capacity Tech. Assistance,P077778,INVESTMENT,TECHNICAL ASSIST LN,Contract for Audit Service,#,#,3/25/2010,DALAIVAN,Mongolia,"2,485"
2010,Consultant Services,"Public admin, Law",CAD,Least Cost Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,Contract for Audit Service,#,#,3/25/2010,DALAIVAN,Mongolia,"3,734"
2010,Consultant Services,"Public admin, Law","Management Advice, Technical/Operation A",Individual,MN Economic Capacity Tech. Assistance,P077778,INVESTMENT,TECHNICAL ASSIST LN,International consultant for supervision of Contract of supl,FCS18/3803/MOG/1A3,#,2/9/2010,JIM RAMSEY,United States,"81,000"
2010,Consultant Services,"Public admin, Law","Management Advice, Technical/Operation A",Individual,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,ICT consultant for Review of Draft bidding document for Supp,GAP/C/C1-023,#,2/9/2010,MALCOLM G. LANE,United States,"30,270"
2010,Consultant Services,"Public admin, Law",CFN,Single Source Selection,MN Economic Capacity Tech. Assistance,P077778,INVESTMENT,TECHNICAL ASSIST LN,"National consultant for Upgrading Wage Module, Ministry of F",DCS 69/3803 MOG/2B,#,1/11/2010,BUYANTOGTOKH LKHAGVASUREN,Mongolia,"13,200"
